scenario_set_version,scenario_id,phase,attacker_profile,attacker_job,target_profile,target_job,target_armor_class,family,damage_type,formula_or_routine,damage_on_hit,expected_damage_after_hit_rate,min,max,type_response,uncapped_total_multiplier,total_multiplier,technical_verdict,attacker_effective_stats,attacker_equipment_context,attacker_level_or_band,baseline_comparison,damage_spec_version,design_verdict,hit_count,hit_rate,hit_rate_assumption,mode_or_expected_value,open_proof_needs,player_signal_check,support_context,target_effective_stats,target_level_or_band,target_status_or_element_context
scenario-set-v0,late-none-bag-vs-cloth,late,family-representative,Dancer,T-CLOTH,Black Mage,cloth,bag,crush,rdm_pa_wp,120,120,20,220,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":258,""pa"":11,""ma"":10,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,120,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",late,neutral
scenario-set-v0,late-black_magic_high-vs-plate,late,A-MAG,Black Mage,T-PLATE,Knight,plate,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",234,234,234,234,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback spell,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,234,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":516,""pa"":12,""ma"":8,""spd"":8,""brave"":70,""faith"":70}",late,neutral Faith/Shell/element/Zodiac
scenario-set-v0,late-black_magic_high-vs-mail,late,A-MAG,Black Mage,T-MAIL,Geomancer,mail,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",234,234,234,234,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback spell,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,234,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":473,""pa"":11,""ma"":10,""spd"":8,""brave"":70,""faith"":70}",late,neutral Faith/Shell/element/Zodiac
scenario-set-v0,late-black_magic_high-vs-leather,late,A-MAG,Black Mage,T-LEATHER,Archer,leather,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",234,234,234,234,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback spell,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,234,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":430,""pa"":11,""ma"":8,""spd"":8,""brave"":70,""faith"":70}",late,neutral Faith/Shell/element/Zodiac
scenario-set-v0,late-black_magic_high-vs-cloth,late,A-MAG,Black Mage,T-CLOTH,Black Mage,cloth,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",234,234,234,234,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback spell,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,234,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",late,neutral Faith/Shell/element/Zodiac
scenario-set-v0,stress-none-sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,sword,swing,pa_wp,145,145,145,145,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,145,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-sword-vs-mail,stress,family-representative,Knight,T-MAIL,Geomancer,mail,sword,swing,pa_wp,168,168,168,168,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,168,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,sword,swing,pa_wp,212,212,212,212,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,212,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,sword,swing,pa_wp,224,224,224,224,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,224,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knight_sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,knight_sword,swing,br_pa_wp,117,117,117,117,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,117,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knight_sword-vs-mail,stress,family-representative,Knight,T-MAIL,Geomancer,mail,knight_sword,swing,br_pa_wp,135,135,135,135,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,135,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knight_sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,knight_sword,swing,br_pa_wp,171,171,171,171,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,171,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knight_sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,knight_sword,swing,br_pa_wp,180,180,180,180,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,180,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-katana-vs-plate,stress,family-representative,Samurai,T-PLATE,Knight,plate,katana,swing,br_pa_wp,117,117,117,117,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,117,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-katana-vs-mail,stress,family-representative,Samurai,T-MAIL,Geomancer,mail,katana,swing,br_pa_wp,135,135,135,135,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,135,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-katana-vs-leather,stress,family-representative,Samurai,T-LEATHER,Archer,leather,katana,swing,br_pa_wp,171,171,171,171,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,171,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-katana-vs-cloth,stress,family-representative,Samurai,T-CLOTH,Black Mage,cloth,katana,swing,br_pa_wp,180,180,180,180,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,180,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knife-vs-plate,stress,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,91,91,91,91,0.6950000000000001,0.6950000000000001,0.6950000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,91,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knife-vs-mail,stress,family-representative,Thief,T-MAIL,Geomancer,mail,knife,thrust,spd_pa_wp,145,145,145,145,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,145,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knife-vs-leather,stress,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,127,127,127,127,0.965,0.965,0.965,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,127,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-knife-vs-cloth,stress,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,133,133,133,133,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,133,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-ninja_blade-vs-plate,stress,family-representative,Ninja,T-PLATE,Knight,plate,ninja_blade,swing,spd_pa_wp,109,109,109,109,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,109,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-ninja_blade-vs-mail,stress,family-representative,Ninja,T-MAIL,Geomancer,mail,ninja_blade,swing,spd_pa_wp,126,126,126,126,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,126,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-ninja_blade-vs-leather,stress,family-representative,Ninja,T-LEATHER,Archer,leather,ninja_blade,swing,spd_pa_wp,160,160,160,160,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,160,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-ninja_blade-vs-cloth,stress,family-representative,Ninja,T-CLOTH,Black Mage,cloth,ninja_blade,swing,spd_pa_wp,169,169,169,169,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,169,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-longbow-vs-plate,stress,family-representative,Archer,T-PLATE,Knight,plate,longbow,missile,spd_pa_wp,139,139,139,139,0.8450000000000001,0.8450000000000001,0.8450000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,139,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-longbow-vs-mail,stress,family-representative,Archer,T-MAIL,Geomancer,mail,longbow,missile,spd_pa_wp,181,181,181,181,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,181,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-longbow-vs-leather,stress,family-representative,Archer,T-LEATHER,Archer,leather,longbow,missile,spd_pa_wp,160,160,160,160,0.9724999999999999,0.9724999999999999,0.9724999999999999,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,160,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-longbow-vs-cloth,stress,family-representative,Archer,T-CLOTH,Black Mage,cloth,longbow,missile,spd_pa_wp,167,167,167,167,1.0150000000000001,1.0150000000000001,1.0150000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,167,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-crossbow-vs-plate,stress,family-representative,Archer,T-PLATE,Knight,plate,crossbow,missile,pa_wp,164,164,164,164,0.905,0.905,0.905,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,164,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-crossbow-vs-mail,stress,family-representative,Archer,T-MAIL,Geomancer,mail,crossbow,missile,pa_wp,200,200,200,200,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,200,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-crossbow-vs-leather,stress,family-representative,Archer,T-LEATHER,Archer,leather,crossbow,missile,pa_wp,182,182,182,182,1.0025,1.0025,1.0025,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,182,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-crossbow-vs-cloth,stress,family-representative,Archer,T-CLOTH,Black Mage,cloth,crossbow,missile,pa_wp,188,188,188,188,1.0350000000000001,1.0350000000000001,1.0350000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,188,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-gun-vs-plate,stress,family-representative,Chemist,T-PLATE,Knight,plate,gun,missile,wp_wp,145,145,145,145,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,145,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-gun-vs-mail,stress,family-representative,Chemist,T-MAIL,Geomancer,mail,gun,missile,wp_wp,158,158,158,158,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,158,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-gun-vs-leather,stress,family-representative,Chemist,T-LEATHER,Archer,leather,gun,missile,wp_wp,151,151,151,151,1.0550000000000002,1.0550000000000002,1.0550000000000002,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,151,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-gun-vs-cloth,stress,family-representative,Chemist,T-CLOTH,Black Mage,cloth,gun,missile,wp_wp,154,154,154,154,1.07,1.07,1.07,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,154,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-spear-vs-plate,stress,family-representative,Dragoon,T-PLATE,Knight,plate,spear,thrust,pa_wp,145,145,145,145,0.6950000000000001,0.6950000000000001,0.6950000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,145,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-spear-vs-mail,stress,family-representative,Dragoon,T-MAIL,Geomancer,mail,spear,thrust,pa_wp,231,231,231,231,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,231,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-spear-vs-leather,stress,family-representative,Dragoon,T-LEATHER,Archer,leather,spear,thrust,pa_wp,202,202,202,202,0.965,0.965,0.965,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,202,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-spear-vs-cloth,stress,family-representative,Dragoon,T-CLOTH,Black Mage,cloth,spear,thrust,pa_wp,212,212,212,212,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,212,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-none-staff-vs-plate,stress,family-representative,White Mage,T-PLATE,Knight,plate,staff,crush,ma_wp,209,209,209,209,1.15,1.15,1.15,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":11,""ma"":13,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,209,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
