scenario_set_version,scenario_id,phase,attacker_profile,attacker_job,target_profile,target_job,target_armor_class,family,damage_type,formula_or_routine,damage_on_hit,expected_damage_after_hit_rate,min,max,type_response,uncapped_total_multiplier,total_multiplier,technical_verdict,attacker_effective_stats,attacker_equipment_context,attacker_level_or_band,baseline_comparison,damage_spec_version,design_verdict,hit_count,hit_rate,hit_rate_assumption,mode_or_expected_value,open_proof_needs,player_signal_check,support_context,target_effective_stats,target_level_or_band,target_status_or_element_context


scenario-set-v0,late-black_magic_high-vs-mail,late,A-MAG,Black Mage,T-MAIL,Squire,mail,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",234,234,234,234,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback spell,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,234,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":430,""pa"":9,""ma"":8,""spd"":8,""brave"":70,""faith"":70}",late,neutral Faith/Shell/element/Zodiac

scenario-set-v0,late-black_magic_high-vs-leather,late,A-MAG,Black Mage,T-LEATHER,Archer,leather,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",234,234,234,234,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback spell,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,234,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":430,""pa"":11,""ma"":8,""spd"":8,""brave"":70,""faith"":70}",late,neutral Faith/Shell/element/Zodiac

scenario-set-v0,late-black_magic_high-vs-cloth,late,A-MAG,Black Mage,T-CLOTH,Black Mage,cloth,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",234,234,234,234,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback spell,late,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,234,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":322,""pa"":6,""ma"":15,""spd"":8,""brave"":70,""faith"":70}",late,neutral Faith/Shell/element/Zodiac

scenario-set-v0,stress-none-sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,sword,swing,pa_wp,127,127,127,127,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,127,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-sword-vs-mail,stress,family-representative,Knight,T-MAIL,Squire,mail,sword,swing,pa_wp,147,147,147,147,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,147,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,sword,swing,pa_wp,186,186,186,186,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,186,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,sword,swing,pa_wp,196,196,196,196,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,196,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knight_sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,knight_sword,swing,br_pa_wp,234,234,234,234,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,234,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knight_sword-vs-mail,stress,family-representative,Knight,T-MAIL,Squire,mail,knight_sword,swing,br_pa_wp,270,270,270,270,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,270,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knight_sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,knight_sword,swing,br_pa_wp,342,342,342,342,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,342,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knight_sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,knight_sword,swing,br_pa_wp,360,360,360,360,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,360,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-katana-vs-plate,stress,family-representative,Samurai,T-PLATE,Knight,plate,katana,swing,br_pa_wp,162,162,162,162,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,162,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-katana-vs-mail,stress,family-representative,Samurai,T-MAIL,Squire,mail,katana,swing,br_pa_wp,187,187,187,187,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,187,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-katana-vs-leather,stress,family-representative,Samurai,T-LEATHER,Archer,leather,katana,swing,br_pa_wp,237,237,237,237,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,237,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-katana-vs-cloth,stress,family-representative,Samurai,T-CLOTH,Black Mage,cloth,katana,swing,br_pa_wp,250,250,250,250,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,250,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knife-vs-plate,stress,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,91,91,91,91,0.6950000000000001,0.6950000000000001,0.6950000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,91,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knife-vs-mail,stress,family-representative,Thief,T-MAIL,Squire,mail,knife,thrust,spd_pa_wp,145,145,145,145,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,145,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knife-vs-leather,stress,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,127,127,127,127,0.965,0.965,0.965,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,127,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-knife-vs-cloth,stress,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,133,133,133,133,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,133,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-ninja_blade-vs-plate,stress,family-representative,Ninja,T-PLATE,Knight,plate,ninja_blade,swing,spd_pa_wp,126,126,126,126,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,126,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-ninja_blade-vs-mail,stress,family-representative,Ninja,T-MAIL,Squire,mail,ninja_blade,swing,spd_pa_wp,146,146,146,146,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,146,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-ninja_blade-vs-leather,stress,family-representative,Ninja,T-LEATHER,Archer,leather,ninja_blade,swing,spd_pa_wp,185,185,185,185,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,185,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-ninja_blade-vs-cloth,stress,family-representative,Ninja,T-CLOTH,Black Mage,cloth,ninja_blade,swing,spd_pa_wp,195,195,195,195,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,195,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-longbow-vs-plate,stress,family-representative,Archer,T-PLATE,Knight,plate,longbow,missile,spd_pa_wp,148,148,148,148,0.8450000000000001,0.8450000000000001,0.8450000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,148,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-longbow-vs-mail,stress,family-representative,Archer,T-MAIL,Squire,mail,longbow,missile,spd_pa_wp,193,193,193,193,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,193,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-longbow-vs-leather,stress,family-representative,Archer,T-LEATHER,Archer,leather,longbow,missile,spd_pa_wp,171,171,171,171,0.9724999999999999,0.9724999999999999,0.9724999999999999,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,171,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-longbow-vs-cloth,stress,family-representative,Archer,T-CLOTH,Black Mage,cloth,longbow,missile,spd_pa_wp,178,178,178,178,1.0150000000000001,1.0150000000000001,1.0150000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,178,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-crossbow-vs-plate,stress,family-representative,Archer,T-PLATE,Knight,plate,crossbow,missile,pa_wp,117,117,117,117,0.905,0.905,0.905,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,117,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-crossbow-vs-mail,stress,family-representative,Archer,T-MAIL,Squire,mail,crossbow,missile,pa_wp,143,143,143,143,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,143,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-crossbow-vs-leather,stress,family-representative,Archer,T-LEATHER,Archer,leather,crossbow,missile,pa_wp,130,130,130,130,1.0025,1.0025,1.0025,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,130,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-crossbow-vs-cloth,stress,family-representative,Archer,T-CLOTH,Black Mage,cloth,crossbow,missile,pa_wp,134,134,134,134,1.0350000000000001,1.0350000000000001,1.0350000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,134,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-gun-vs-plate,stress,family-representative,Chemist,T-PLATE,Knight,plate,gun,missile,wp_wp,488,488,488,488,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,488,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-gun-vs-mail,stress,family-representative,Chemist,T-MAIL,Squire,mail,gun,missile,wp_wp,532,532,532,532,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,532,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-gun-vs-leather,stress,family-representative,Chemist,T-LEATHER,Archer,leather,gun,missile,wp_wp,510,510,510,510,1.0550000000000002,1.0550000000000002,1.0550000000000002,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,510,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-gun-vs-cloth,stress,family-representative,Chemist,T-CLOTH,Black Mage,cloth,gun,missile,wp_wp,517,517,517,517,1.07,1.07,1.07,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":416,""pa"":9,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,517,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-spear-vs-plate,stress,family-representative,Dragoon,T-PLATE,Knight,plate,spear,thrust,pa_wp,291,291,291,291,0.6950000000000001,0.6950000000000001,0.6950000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,291,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-spear-vs-mail,stress,family-representative,Dragoon,T-MAIL,Squire,mail,spear,thrust,pa_wp,462,462,462,462,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,462,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-spear-vs-leather,stress,family-representative,Dragoon,T-LEATHER,Archer,leather,spear,thrust,pa_wp,405,405,405,405,0.965,0.965,0.965,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,405,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-spear-vs-cloth,stress,family-representative,Dragoon,T-CLOTH,Black Mage,cloth,spear,thrust,pa_wp,424,424,424,424,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,424,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-staff-vs-plate,stress,family-representative,White Mage,T-PLATE,Knight,plate,staff,crush,ma_wp,104,104,104,104,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":416,""pa"":11,""ma"":13,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,104,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-none-staff-vs-mail,stress,family-representative,White Mage,T-MAIL,Squire,mail,staff,crush,ma_wp,86,86,86,86,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":416,""pa"":11,""ma"":13,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,86,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

